project_id,project_name,project_type,region,site,capacity,total_cost_usd,civil_cost,mechanical_cost,electrical_cost,automation_cost,contingency_pct,execution_year,country
P-2030-667,Utilities Upgrade Project 667,Utilities Upgrade,Middle East & Africa,Dubai Plant,716,35357306.13,4667870.84,19673532.94,4398049.99,2891541.1,0.053,2030,Kenya
P-2030-668,Packaging Line Project 668,Warehouse Automation,Middle East & Africa,Riyadh Plant,525,90095855.38,13325648.11,41657283.8,15515631.76,7138753.58,0.05,2030,Kenya
P-2030-669,Warehouse Automation Project 669,Warehouse Automation,Middle East & Africa,Dubai Plant,723,72929663.45,8888410.03,30833307.72,14785641.98,5210153.44,0.144,2030,Kenya
P-2030-670,Warehouse Automation Project 670,Warehouse Automation,Middle East & Africa,Cairo Plant,111,125987006.28,19942589.43,57975322.99,17109093.14,8873599.9,0.14,2030,Kenya
P-2030-671,Packaging Line Project 671,Warehouse Automation,Middle East & Africa,Cairo Plant,103,159107268.64,19754712.43,69632873.09,27061295.45,15667130.42,0.108,2030,Kenya
P-2030-672,Packaging Line Project 672,Mixing & Blending,Latin America,Sao Paulo Plant,214,20494416.64,2830404.63,7687299.13,5254095.66,1336132.84,0.136,2030,Mexico
P-2030-673,Processing System Project 673,Mixing & Blending,Latin America,Monterrey Plant,510,46082665.85,7380127.8,18344645.43,9400256.61,5463673.7,0.05,2030,Mexico
P-2030-674,Quality Lab Upgrade Project 674,Mixing & Blending,Latin America,Lima Plant,1147,58385145.41,10276755.2,21599934.21,11978456.86,6687000.07,0.062,2030,Mexico
P-2030-675,Utilities Upgrade Project 675,Mixing & Blending,Latin America,Sao Paulo Plant,226,16228397.61,2220478.03,6045937.26,3553688.44,981695.91,0.185,2030,Mexico
P-2030-676,Filling Line Project 676,Quality Lab Upgrade,Latin America,Monterrey Plant,323,95899133.16,15672647.79,39331847.7,16034247.08,11126002.37,0.1,2030,Mexico
P-2030-677,Mixing & Blending Project 677,Quality Lab Upgrade,Latin America,Sao Paulo Plant,659,29772008.12,3402226.56,14604789.49,3967431.01,2277828.53,0.158,2030,Mexico
P-2030-678,Packaging Line Project 678,Utilities Upgrade,Latin America,Sao Paulo Plant,288,140062069.1,20442377.79,58779366.53,21869308.73,14784446.7,0.13,2030,Mexico
P-2030-679,Quality Lab Upgrade Project 679,Utilities Upgrade,Latin America,Lima Plant,241,42397742.24,6072902.96,19281936.27,7625013.98,4051753.67,0.084,2030,Mexico
P-2030-680,Processing System Project 680,Warehouse Automation,Latin America,Sao Paulo Plant,867,128403182.24,16887561.19,57175294.2,25771397.03,14462082.54,0.053,2030,Mexico
P-2030-681,Filling Line Project 681,Warehouse Automation,Latin America,Sao Paulo Plant,709,76194129.96,13382571.74,29156529.96,10919360.28,5490948.06,0.2,2030,Mexico
P-2030-682,Utilities Upgrade Project 682,Warehouse Automation,Latin America,Sao Paulo Plant,131,103737279.85,10781866.11,50058740.09,20341542.84,7507063.84,0.1,2030,Mexico
P-2030-683,Quality Lab Upgrade Project 683,Filling Line,Latin America,Bogota Plant,343,43732787.2,6827116.77,17499416.51,7801274.17,4037653.24,0.118,2030,Peru
P-2030-684,Filling Line Project 684,Filling Line,Latin America,Sao Paulo Plant,337,64395294.99,12271593.74,26532179.0,10338584.49,5393328.19,0.106,2030,Peru
P-2030-685,Plant Expansion Project 685,Filling Line,Latin America,Sao Paulo Plant,232,83725740.62,13315357.87,34885243.65,16567063.31,7920558.64,0.054,2030,Peru
P-2030-686,Quality Lab Upgrade Project 686,Filling Line,Latin America,Sao Paulo Plant,505,96912419.38,13442913.03,47903126.52,16215312.76,7059495.02,0.05,2030,Peru
P-2030-687,Mixing & Blending Project 687,Mixing & Blending,Latin America,Monterrey Plant,1145,83584170.8,11140228.69,37015220.86,19101771.91,7620111.54,0.05,2030,Peru
P-2030-688,Mixing & Blending Project 688,Mixing & Blending,Latin America,Sao Paulo Plant,873,67928779.07,12963533.81,23130194.34,14584356.61,7944043.36,0.065,2030,Peru
P-2030-689,Filling Line Project 689,Mixing & Blending,Latin America,Monterrey Plant,242,23420232.95,3337344.92,8623957.95,5562311.97,1357358.68,0.146,2030,Peru
P-2030-690,Filling Line Project 690,Mixing & Blending,Latin America,Monterrey Plant,759,54366582.32,6182925.63,26175382.81,11584763.13,4193823.37,0.05,2030,Peru
P-2030-691,Packaging Line Project 691,Packaging Line,Latin America,Sao Paulo Plant,823,51809567.89,7661511.67,21215133.85,9706513.07,4352352.54,0.115,2030,Peru
P-2030-692,Processing System Project 692,Packaging Line,Latin America,Bogota Plant,681,55547569.96,6739149.48,25458039.48,10882784.19,4454908.31,0.097,2030,Peru
P-2030-693,Packaging Line Project 693,Packaging Line,Latin America,Sao Paulo Plant,679,81203588.05,11081252.75,30464925.71,17622965.97,9021610.18,0.1,2030,Peru
P-2030-694,Packaging Line Project 694,Packaging Line,Latin America,Lima Plant,514,72513772.25,10971266.15,33089054.97,8733122.22,4911163.52,0.165,2030,Peru
P-2030-695,Processing System Project 695,Processing System,Latin America,Bogota Plant,637,39094386.67,5878685.43,19370420.33,7290912.13,2240296.8,0.05,2030,Peru
P-2030-696,Mixing & Blending Project 696,Processing System,Latin America,Bogota Plant,576,41267808.42,5845199.65,20571353.43,7873326.56,2414351.05,0.058,2030,Peru
P-2030-697,Processing System Project 697,Processing System,Latin America,Bogota Plant,499,91915313.02,13928205.34,43915865.04,17548929.24,5715954.92,0.05,2030,Peru
P-2030-698,Quality Lab Upgrade Project 698,Quality Lab Upgrade,Latin America,Monterrey Plant,689,143374861.99,24666824.9,64581381.26,25325853.64,13339131.38,0.05,2030,Peru
P-2030-699,Quality Lab Upgrade Project 699,Quality Lab Upgrade,Latin America,Monterrey Plant,607,13405733.4,1617339.12,7079196.89,1704395.26,882419.4,0.116,2030,Peru
P-2030-700,Quality Lab Upgrade Project 700,Quality Lab Upgrade,Latin America,Monterrey Plant,458,42781282.31,6477357.32,21633464.33,6793952.4,2349507.82,0.056,2030,Peru
P-2030-701,Quality Lab Upgrade Project 701,Quality Lab Upgrade,Latin America,Lima Plant,607,45583782.42,7847100.32,22654662.23,7746927.51,2021762.78,0.05,2030,Peru
P-2030-702,Utilities Upgrade Project 702,Utilities Upgrade,Latin America,Monterrey Plant,279,53155832.11,7783282.9,21601360.82,9472573.41,5309015.61,0.081,2030,Peru
P-2030-703,Utilities Upgrade Project 703,Utilities Upgrade,Latin America,Lima Plant,774,33235039.69,3724493.74,16921562.85,5136531.54,2581441.93,0.09,2030,Peru
P-2030-704,Warehouse Automation Project 704,Utilities Upgrade,Latin America,Monterrey Plant,327,59326090.03,8836311.55,23949041.74,11039529.91,4976028.31,0.107,2030,Peru
P-2030-705,Utilities Upgrade Project 705,Filling Line,Europe,Le Havre Plant,468,66683963.99,10734326.0,25295674.19,10589649.25,6924766.89,0.145,2030,Poland
P-2030-706,Filling Line Project 706,Filling Line,Europe,Warsaw Plant,890,86253000.41,12118066.65,32088010.93,17643886.21,7274546.37,0.175,2030,Poland
P-2030-707,Mixing & Blending Project 707,Mixing & Blending,Europe,Warsaw Plant,132,120302239.03,11785856.25,59208307.39,17630332.59,9871549.15,0.138,2030,Poland
P-2030-708,Utilities Upgrade Project 708,Mixing & Blending,Europe,Manchester Plant,129,85855946.85,8886815.33,36774874.08,15978036.01,9023764.68,0.128,2030,Poland
P-2030-709,Mixing & Blending Project 709,Mixing & Blending,Europe,Manchester Plant,836,51807349.49,8432720.08,22068927.34,8581229.27,5577054.71,0.07,2030,Poland
P-2030-710,Filling Line Project 710,Packaging Line,Europe,Le Havre Plant,311,30471130.92,3309699.97,13081521.76,5955281.83,1772850.5,0.176,2030,Poland
P-2030-711,Plant Expansion Project 711,Plant Expansion,Europe,Warsaw Plant,517,25299734.1,3590262.02,11438939.78,3785336.61,2280503.96,0.131,2030,Poland
P-2030-712,Plant Expansion Project 712,Plant Expansion,Europe,Le Havre Plant,142,65687682.04,11357003.43,31196374.98,5963322.67,6275098.21,0.138,2030,Poland
P-2030-713,Plant Expansion Project 713,Quality Lab Upgrade,Europe,Manchester Plant,778,161010970.51,22961590.16,69960923.63,27868945.04,12647589.16,0.122,2030,Poland
P-2030-714,Utilities Upgrade Project 714,Quality Lab Upgrade,Europe,Warsaw Plant,715,65887315.48,9790365.94,35208789.7,10450270.5,3284406.37,0.05,2030,Poland
P-2030-715,Quality Lab Upgrade Project 715,Quality Lab Upgrade,Europe,Manchester Plant,767,55303070.06,6868684.01,27734730.9,10158071.99,3249961.48,0.05,2030,Poland
P-2030-716,Quality Lab Upgrade Project 716,Quality Lab Upgrade,Europe,Le Havre Plant,499,38003872.32,6274232.72,19206699.53,5534267.03,2399094.72,0.068,2030,Poland
P-2030-717,Utilities Upgrade Project 717,Utilities Upgrade,Europe,Manchester Plant,481,103431097.87,22905002.21,45424876.68,13682773.21,7898888.4,0.059,2030,Poland
P-2030-718,Utilities Upgrade Project 718,Utilities Upgrade,Europe,Modena Plant,598,55450474.1,8938725.72,22322031.77,10063172.1,5763095.22,0.099,2030,Poland
P-2030-719,Utilities Upgrade Project 719,Utilities Upgrade,Europe,Warsaw Plant,105,82766937.39,16205254.88,36696832.41,10160607.17,6808271.68,0.099,2030,Poland
P-2030-720,Filling Line Project 720,Utilities Upgrade,Europe,Manchester Plant,656,57339053.42,9036985.3,22007455.19,12790233.58,6815824.06,0.05,2030,Poland
P-2030-721,Quality Lab Upgrade Project 721,Warehouse Automation,Europe,Modena Plant,100,66898063.1,12991844.16,27624968.6,10044763.59,4879699.43,0.122,2030,Poland
P-2030-722,Warehouse Automation Project 722,Warehouse Automation,Europe,Warsaw Plant,867,85997842.54,14318114.37,37451847.34,13572775.66,10266704.23,0.069,2030,Poland
P-2030-723,Warehouse Automation Project 723,Warehouse Automation,Europe,Le Havre Plant,239,64567475.37,9334510.88,27546825.38,12072587.35,6124826.54,0.083,2030,Poland
P-2030-724,Warehouse Automation Project 724,Warehouse Automation,Europe,Manchester Plant,858,18737985.56,2407201.0,8041056.18,4340143.76,1022387.47,0.095,2030,Poland
P-2030-725,Mixing & Blending Project 725,Packaging Line,Middle East & Africa,Dubai Plant,867,133323487.76,20833491.84,49169539.11,29238308.73,18075136.72,0.055,2030,Saudi Arabia
P-2030-726,Packaging Line Project 726,Packaging Line,Middle East & Africa,Dubai Plant,588,70792917.27,10172194.05,30097938.12,11323258.25,7921531.01,0.096,2030,Saudi Arabia
P-2030-727,Processing System Project 727,Processing System,Middle East & Africa,Johannesburg Plant,456,154399713.39,26825126.79,69996592.42,26706276.37,7794544.84,0.084,2030,Saudi Arabia
P-2030-728,Warehouse Automation Project 728,Processing System,Middle East & Africa,Johannesburg Plant,1081,14504536.16,1371813.47,6582322.14,1835215.22,1399338.14,0.2,2030,Saudi Arabia
P-2030-729,Processing System Project 729,Processing System,Middle East & Africa,Dubai Plant,664,74595014.36,8065419.6,39090623.6,7679494.42,4256280.72,0.156,2030,Saudi Arabia
P-2030-730,Processing System Project 730,Processing System,Middle East & Africa,Johannesburg Plant,453,163146713.41,25596128.15,76380205.54,29672939.05,9605473.62,0.086,2030,Saudi Arabia
P-2030-731,Quality Lab Upgrade Project 731,Quality Lab Upgrade,Middle East & Africa,Dubai Plant,265,79697553.16,7146075.74,34466780.41,14122252.74,8257675.57,0.169,2030,Saudi Arabia
P-2030-732,Quality Lab Upgrade Project 732,Quality Lab Upgrade,Middle East & Africa,Cairo Plant,416,100901649.57,9428239.26,44648318.56,16672832.85,10086596.59,0.172,2030,Saudi Arabia
P-2030-733,Quality Lab Upgrade Project 733,Quality Lab Upgrade,Middle East & Africa,Dubai Plant,242,45935920.62,6356584.04,16207157.99,9829096.87,3552749.67,0.2,2030,Saudi Arabia
P-2030-734,Quality Lab Upgrade Project 734,Quality Lab Upgrade,Middle East & Africa,Cairo Plant,304,42897801.06,4859989.67,15548578.32,9915237.74,3382245.23,0.184,2030,Saudi Arabia
P-2030-735,Warehouse Automation Project 735,Warehouse Automation,Middle East & Africa,Dubai Plant,100,126980247.64,21402063.63,58051358.95,18472618.16,9420099.7,0.129,2030,Saudi Arabia
P-2030-736,Warehouse Automation Project 736,Warehouse Automation,Middle East & Africa,Johannesburg Plant,645,94149439.89,14466907.5,42314821.65,20536586.4,6573954.65,0.062,2030,Saudi Arabia
P-2030-737,Warehouse Automation Project 737,Warehouse Automation,Middle East & Africa,Dubai Plant,579,55338202.86,8790645.94,21997294.25,11848864.5,6042239.3,0.087,2030,Saudi Arabia
P-2030-738,Packaging Line Project 738,Warehouse Automation,Middle East & Africa,Johannesburg Plant,856,122852534.46,19444568.94,57271444.93,20402323.59,8181298.61,0.05,2030,Saudi Arabia
P-2030-739,Utilities Upgrade Project 739,Filling Line,Asia Pacific,Singapore Plant,650,90499549.65,11976663.18,47772780.03,14746182.98,4942329.11,0.053,2030,Singapore
P-2030-740,Filling Line Project 740,Filling Line,Asia Pacific,Singapore Plant,111,93121312.9,15955015.52,40756030.55,13733473.02,7507461.43,0.109,2030,Singapore
P-2030-741,Filling Line Project 741,Filling Line,Asia Pacific,Guangzhou Plant,160,141609645.91,15995696.32,69600180.09,20403544.49,11900430.49,0.103,2030,Singapore
P-2030-742,Warehouse Automation Project 742,Filling Line,Asia Pacific,Singapore Plant,595,58308061.89,11433449.72,23468773.3,10587682.96,5445349.07,0.05,2030,Singapore
P-2030-743,Mixing & Blending Project 743,Mixing & Blending,Asia Pacific,Bangkok Plant,317,137646931.39,20723103.64,52190137.43,28216853.51,14537300.94,0.133,2030,Singapore
P-2030-744,Utilities Upgrade Project 744,Mixing & Blending,Asia Pacific,Guangzhou Plant,688,38539926.53,3663519.83,18936248.02,8446568.17,2786711.86,0.08,2030,Singapore
P-2030-745,Mixing & Blending Project 745,Mixing & Blending,Asia Pacific,Guangzhou Plant,567,50227077.37,4559959.95,22797780.48,11687839.06,3646764.71,0.1,2030,Singapore
P-2030-746,Packaging Line Project 746,Packaging Line,Asia Pacific,Sydney Plant,1229,125836638.7,17104652.46,49402813.58,23124069.75,15296082.81,0.115,2030,Singapore
P-2030-747,Packaging Line Project 747,Packaging Line,Asia Pacific,Guangzhou Plant,145,132325023.97,15405295.73,65174128.3,21216899.62,12716080.51,0.089,2030,Singapore
P-2030-748,Packaging Line Project 748,Packaging Line,Asia Pacific,Sydney Plant,836,81264509.59,10592800.57,31240818.12,16245647.82,8237040.03,0.112,2030,Singapore
P-2030-749,Packaging Line Project 749,Packaging Line,Asia Pacific,Bangkok Plant,838,77207224.15,10452731.22,30252108.02,15701797.56,8568387.95,0.107,2030,Singapore
P-2030-750,Filling Line Project 750,Plant Expansion,Asia Pacific,Singapore Plant,705,97056890.68,9992263.86,45524903.4,14252094.92,8681372.57,0.167,2030,Singapore
P-2030-751,Plant Expansion Project 751,Plant Expansion,Asia Pacific,Bangkok Plant,103,86074715.66,8842455.92,41373987.0,15091803.65,6743073.09,0.145,2030,Singapore
P-2030-752,Plant Expansion Project 752,Plant Expansion,Asia Pacific,Sydney Plant,125,100818730.75,9752116.52,51037173.57,15093758.64,7809190.68,0.131,2030,Singapore
P-2030-753,Filling Line Project 753,Plant Expansion,Asia Pacific,Singapore Plant,721,20530173.99,2592370.78,9605722.1,3449441.7,1883375.46,0.063,2030,Singapore
P-2030-754,Processing System Project 754,Processing System,Asia Pacific,Guangzhou Plant,428,21262351.28,3394719.48,10401188.16,3241112.78,1268542.83,0.067,2030,Singapore
P-2030-755,Filling Line Project 755,Processing System,Asia Pacific,Sydney Plant,865,26239253.32,3940174.5,11183220.05,4609429.29,2046830.62,0.136,2030,Singapore
P-2030-756,Processing System Project 756,Processing System,Asia Pacific,Bangkok Plant,844,44733632.85,6135929.88,18342872.6,8668940.2,3152264.79,0.122,2030,Singapore
P-2030-757,Processing System Project 757,Processing System,Asia Pacific,Sydney Plant,236,53416746.99,7692433.03,24647569.7,10208116.37,4760752.58,0.069,2030,Singapore
P-2030-758,Utilities Upgrade Project 758,Utilities Upgrade,Asia Pacific,Guangzhou Plant,879,110489752.03,13402082.24,53853204.4,16489560.98,12675958.7,0.077,2030,Singapore
P-2030-759,Packaging Line Project 759,Utilities Upgrade,Asia Pacific,Sydney Plant,598,123852313.42,15994985.45,54358851.46,21526182.7,14179905.54,0.082,2030,Singapore
P-2030-760,Utilities Upgrade Project 760,Utilities Upgrade,Asia Pacific,Sydney Plant,955,166858605.72,20585108.05,86289815.19,21665769.33,16725808.53,0.081,2030,Singapore
P-2030-761,Utilities Upgrade Project 761,Utilities Upgrade,Asia Pacific,Bangkok Plant,339,60532394.25,7619324.59,27399014.48,11729992.82,5425655.28,0.082,2030,Singapore
P-2030-762,Filling Line Project 762,Filling Line,Middle East & Africa,Riyadh Plant,892,154859123.69,31457317.99,63871118.75,22858627.76,14715197.36,0.056,2030,South Africa
P-2030-763,Filling Line Project 763,Filling Line,Middle East & Africa,Dubai Plant,1055,38206743.44,5434031.72,15463953.69,7659317.98,4615784.02,0.084,2030,South Africa
P-2030-764,Filling Line Project 764,Filling Line,Middle East & Africa,Riyadh Plant,945,152217196.93,22657268.79,77729549.76,23260955.43,13523374.72,0.057,2030,South Africa
P-2030-765,Mixing & Blending Project 765,Mixing & Blending,Middle East & Africa,Johannesburg Plant,652,118301512.27,15809792.66,47996692.59,24735504.24,6491066.81,0.177,2030,South Africa
P-2030-766,Plant Expansion Project 766,Mixing & Blending,Middle East & Africa,Dubai Plant,684,97537315.16,16105296.65,38283145.01,16340741.79,10231453.71,0.104,2030,South Africa
P-2030-767,Quality Lab Upgrade Project 767,Mixing & Blending,Middle East & Africa,Cairo Plant,459,59912025.8,7554792.28,23783558.4,11657966.05,4108481.52,0.185,2030,South Africa
P-2030-768,Mixing & Blending Project 768,Mixing & Blending,Middle East & Africa,Cairo Plant,497,113087052.4,13036407.96,45391704.4,22066698.95,6544157.85,0.188,2030,South Africa
P-2030-769,Utilities Upgrade Project 769,Packaging Line,Middle East & Africa,Cairo Plant,556,20000630.26,2604722.53,8895100.02,4653006.91,1405949.83,0.082,2030,South Africa
P-2030-770,Packaging Line Project 770,Packaging Line,Middle East & Africa,Riyadh Plant,403,15013433.0,2136031.72,7235585.38,2658521.25,966141.68,0.082,2030,South Africa
P-2030-771,Packaging Line Project 771,Packaging Line,Middle East & Africa,Johannesburg Plant,495,19648947.64,2750896.71,8702725.48,4099710.45,1685807.65,0.077,2030,South Africa
P-2030-772,Plant Expansion Project 772,Plant Expansion,Middle East & Africa,Johannesburg Plant,707,130139698.61,21661216.25,48418840.55,24376684.89,17180720.8,0.071,2030,South Africa
P-2030-773,Filling Line Project 773,Plant Expansion,Middle East & Africa,Johannesburg Plant,725,64425693.35,8066690.29,27991109.34,8335754.42,8025644.37,0.169,2030,South Africa
P-2030-774,Plant Expansion Project 774,Plant Expansion,Middle East & Africa,Dubai Plant,254,68780282.49,7386126.02,35416470.99,10887601.38,7392382.34,0.06,2030,South Africa
P-2030-775,Warehouse Automation Project 775,Quality Lab Upgrade,Middle East & Africa,Riyadh Plant,247,47817827.13,6503606.36,17089646.22,10386562.26,3612780.58,0.2,2030,South Africa
P-2030-776,Quality Lab Upgrade Project 776,Quality Lab Upgrade,Middle East & Africa,Johannesburg Plant,339,48849779.96,6206248.38,20426497.42,8212192.14,3057624.63,0.197,2030,South Africa
P-2030-777,Quality Lab Upgrade Project 777,Quality Lab Upgrade,Middle East & Africa,Riyadh Plant,652,16840761.36,1355912.88,6273946.02,3667050.36,1730495.07,0.2,2030,South Africa
P-2030-778,Utilities Upgrade Project 778,Utilities Upgrade,Middle East & Africa,Johannesburg Plant,574,23167493.37,3372539.21,11264158.67,2995745.14,2140886.49,0.091,2030,South Africa
P-2030-779,Utilities Upgrade Project 779,Utilities Upgrade,Middle East & Africa,Dubai Plant,100,152081412.21,14094513.62,70817625.88,27691217.64,14882818.39,0.114,2030,South Africa
P-2030-780,Utilities Upgrade Project 780,Utilities Upgrade,Middle East & Africa,Cairo Plant,670,16985543.72,1626131.58,7545179.05,2747063.51,1387823.85,0.189,2030,South Africa
P-2030-781,Utilities Upgrade Project 781,Utilities Upgrade,Middle East & Africa,Riyadh Plant,112,111999188.09,10854247.34,52296628.8,19817545.34,12054193.13,0.092,2030,South Africa
P-2030-782,Warehouse Automation Project 782,Warehouse Automation,Middle East & Africa,Riyadh Plant,685,13840632.53,1191086.47,6723064.67,1868795.85,1288000.9,0.192,2030,South Africa
P-2030-783,Packaging Line Project 783,Warehouse Automation,Middle East & Africa,Cairo Plant,141,166075531.92,15016197.12,79193923.71,25912804.14,15354573.62,0.157,2030,South Africa
P-2030-784,Warehouse Automation Project 784,Warehouse Automation,Middle East & Africa,Dubai Plant,624,57178870.37,8886364.63,21181536.97,12044011.31,6899354.74,0.09,2030,South Africa
P-2030-785,Warehouse Automation Project 785,Warehouse Automation,Middle East & Africa,Johannesburg Plant,112,103598360.43,16071397.72,51088802.83,12575529.74,8226497.71,0.087,2030,South Africa
P-2030-786,Warehouse Automation Project 786,Filling Line,Asia Pacific,Bangkok Plant,144,86835487.52,9964457.63,44265245.17,12431636.35,8748755.96,0.082,2030,Thailand
P-2030-787,Filling Line Project 787,Filling Line,Asia Pacific,Bangkok Plant,501,115121114.0,16851154.73,62345653.9,18528815.07,6761657.53,0.052,2030,Thailand
P-2030-788,Warehouse Automation Project 788,Filling Line,Asia Pacific,Sydney Plant,643,54587079.76,10639859.26,22672705.88,10371197.29,5940855.53,0.05,2030,Thailand
P-2030-789,Filling Line Project 789,Filling Line,Asia Pacific,Bangkok Plant,736,70661958.27,13263799.31,30299959.01,10214542.02,6828078.53,0.063,2030,Thailand
P-2030-790,Filling Line Project 790,Mixing & Blending,Asia Pacific,Bangkok Plant,330,125202908.0,16913358.27,46294146.71,26597239.78,12081417.6,0.15,2030,Thailand
P-2030-791,Mixing & Blending Project 791,Mixing & Blending,Asia Pacific,Singapore Plant,357,90928280.02,18260381.94,40695927.36,12976331.25,5592777.2,0.123,2030,Thailand
P-2030-792,Mixing & Blending Project 792,Mixing & Blending,Asia Pacific,Guangzhou Plant,1007,70754114.97,6740925.71,34397776.24,7899157.26,6694834.17,0.2,2030,Thailand
P-2030-793,Packaging Line Project 793,Packaging Line,Asia Pacific,Bangkok Plant,584,107340036.65,18023591.16,47316960.29,18204988.54,10347686.08,0.05,2030,Thailand
P-2030-794,Packaging Line Project 794,Packaging Line,Asia Pacific,Guangzhou Plant,760,82177311.56,10510113.84,33278074.04,16530024.34,8684712.03,0.112,2030,Thailand
P-2030-795,Warehouse Automation Project 795,Packaging Line,Asia Pacific,Singapore Plant,365,48985596.1,5538822.43,20892323.11,8309557.6,5126419.98,0.121,2030,Thailand
P-2030-796,Packaging Line Project 796,Packaging Line,Asia Pacific,Bangkok Plant,485,69204113.91,9646928.09,29088949.84,11474265.62,6760858.69,0.133,2030,Thailand
P-2030-797,Plant Expansion Project 797,Plant Expansion,Asia Pacific,Singapore Plant,524,85797714.8,7939465.34,41857837.68,12971687.47,7670298.9,0.14,2030,Thailand
P-2030-798,Filling Line Project 798,Plant Expansion,Asia Pacific,Sydney Plant,679,49875061.79,7275040.36,19557146.22,8608439.45,6133358.25,0.132,2030,Thailand
P-2030-799,Plant Expansion Project 799,Plant Expansion,Asia Pacific,Sydney Plant,519,65833600.79,10813846.07,25407241.84,11918190.94,8505483.25,0.096,2030,Thailand
P-2030-800,Utilities Upgrade Project 800,Quality Lab Upgrade,Asia Pacific,Bangkok Plant,609,30083163.87,4092938.34,14782556.66,3485044.05,3582964.52,0.085,2030,Thailand
P-2030-801,Packaging Line Project 801,Quality Lab Upgrade,Asia Pacific,Bangkok Plant,131,166585645.05,15642238.53,82503671.16,23482775.36,16297757.08,0.144,2030,Thailand
P-2030-802,Utilities Upgrade Project 802,Utilities Upgrade,Asia Pacific,Bangkok Plant,456,26550686.9,3544241.33,13553787.98,3638110.68,1565060.46,0.068,2030,Thailand
P-2030-803,Utilities Upgrade Project 803,Utilities Upgrade,Asia Pacific,Guangzhou Plant,1012,55537895.94,7615011.91,21891011.23,13655586.06,4318786.41,0.08,2030,Thailand
P-2030-804,Utilities Upgrade Project 804,Utilities Upgrade,Asia Pacific,Guangzhou Plant,576,32425059.85,4329598.78,17201427.02,5246096.56,1913084.64,0.05,2030,Thailand
P-2030-805,Utilities Upgrade Project 805,Utilities Upgrade,Asia Pacific,Bangkok Plant,401,57123083.66,8930504.49,21058219.23,11072575.41,3573607.6,0.2,2030,Thailand
P-2030-806,Warehouse Automation Project 806,Warehouse Automation,Asia Pacific,Singapore Plant,312,51639608.17,7675152.47,22514446.8,9775345.13,4528090.6,0.111,2030,Thailand
P-2030-807,Warehouse Automation Project 807,Warehouse Automation,Asia Pacific,Singapore Plant,788,93946369.61,11084793.8,47500066.16,10481128.53,7132905.36,0.181,2030,Thailand
P-2030-808,Quality Lab Upgrade Project 808,Filling Line,Middle East & Africa,Johannesburg Plant,578,98987547.62,15484104.48,37290572.48,19534539.33,11163198.1,0.123,2030,United Arab Emirates
P-2030-809,Processing System Project 809,Filling Line,Middle East & Africa,Cairo Plant,435,64037675.31,7695618.34,31609859.77,9305948.09,4163620.75,0.141,2030,United Arab Emirates
P-2030-810,Utilities Upgrade Project 810,Mixing & Blending,Middle East & Africa,Cairo Plant,559,59669221.04,9582520.58,25341437.73,9943563.72,5681275.89,0.121,2030,United Arab Emirates
P-2030-811,Packaging Line Project 811,Mixing & Blending,Middle East & Africa,Cairo Plant,528,65638502.88,9066488.73,33297411.27,11206390.65,4445577.5,0.057,2030,United Arab Emirates
P-2030-812,Utilities Upgrade Project 812,Mixing & Blending,Middle East & Africa,Dubai Plant,403,47335440.3,6597349.56,24020125.67,9144599.08,3270144.14,0.05,2030,United Arab Emirates
P-2030-813,Processing System Project 813,Processing System,Middle East & Africa,Johannesburg Plant,1305,19474690.04,1641683.43,8980843.24,2783404.42,1745300.09,0.2,2030,United Arab Emirates
P-2030-814,Processing System Project 814,Processing System,Middle East & Africa,Riyadh Plant,975,15946589.07,1494356.94,7492310.77,1991385.32,1308024.9,0.2,2030,United Arab Emirates
P-2030-815,Quality Lab Upgrade Project 815,Quality Lab Upgrade,Middle East & Africa,Cairo Plant,704,20992446.14,1678394.75,8630920.61,4561272.28,1867243.48,0.188,2030,United Arab Emirates
P-2030-816,Processing System Project 816,Quality Lab Upgrade,Middle East & Africa,Cairo Plant,794,38388885.18,3054716.42,15586618.4,8200691.69,4007506.17,0.166,2030,United Arab Emirates
P-2030-817,Quality Lab Upgrade Project 817,Quality Lab Upgrade,Middle East & Africa,Cairo Plant,320,48196067.4,7115647.83,18471925.95,8848636.66,3461360.43,0.198,2030,United Arab Emirates
P-2030-818,Processing System Project 818,Quality Lab Upgrade,Middle East & Africa,Riyadh Plant,231,42751308.11,5964151.47,15730125.5,8503452.42,3482912.73,0.2,2030,United Arab Emirates
P-2030-819,Utilities Upgrade Project 819,Utilities Upgrade,Middle East & Africa,Dubai Plant,531,28091231.85,4112542.45,13971680.99,3775830.43,2449689.3,0.084,2030,United Arab Emirates
P-2030-820,Utilities Upgrade Project 820,Utilities Upgrade,Middle East & Africa,Cairo Plant,667,17264735.99,1685055.41,8236550.24,2678748.05,1431826.03,0.175,2030,United Arab Emirates
P-2030-821,Warehouse Automation Project 821,Warehouse Automation,Middle East & Africa,Dubai Plant,100,112333263.82,18581477.24,53898328.13,14105747.35,8661156.52,0.086,2030,United Arab Emirates
P-2030-822,Warehouse Automation Project 822,Warehouse Automation,Middle East & Africa,Riyadh Plant,429,60099179.13,9690412.08,19285708.27,13758143.78,7099637.86,0.127,2030,United Arab Emirates
P-2030-823,Warehouse Automation Project 823,Warehouse Automation,Middle East & Africa,Dubai Plant,682,12119539.63,1129266.72,5552778.96,1942518.86,928313.93,0.168,2030,United Arab Emirates
